net,length_um
net1510,8.24
net1629,8.24
net1740,8.24
_00294_,8.235
_00830_,8.225
async_fifo_Writing.async_fifo\[4\]\[60\],8.225
_04990_,8.22
async_fifo_Reading.async_fifo\[10\]\[19\],8.22
async_fifo_Reading.async_fifo\[15\]\[4\],8.22
async_fifo_Reading.async_fifo\[6\]\[8\],8.22
net677,8.22
net687,8.22
net1877,8.22
_00390_,8.205
_00993_,8.205
_01474_,8.205
async_fifo_Reading.async_fifo\[2\]\[25\],8.205
async_fifo_Writing.async_fifo\[9\]\[40\],8.205
_05093_,8.2
async_fifo_Reading.async_fifo\[15\]\[18\],8.2
async_fifo_Reading.async_fifo\[3\]\[23\],8.2
async_fifo_Reading.async_fifo\[4\]\[5\],8.2
async_fifo_Writing.async_fifo\[11\]\[2\],8.2
async_fifo_Writing.async_fifo\[12\]\[49\],8.2
async_fifo_Writing.async_fifo\[12\]\[68\],8.2
async_fifo_Writing.async_fifo\[14\]\[65\],8.2
async_fifo_Writing.async_fifo\[15\]\[25\],8.2
async_fifo_Writing.async_fifo\[15\]\[3\],8.2
async_fifo_Writing.async_fifo\[1\]\[29\],8.2
_00534_,8.185
_00817_,8.185
_01993_,8.165
_00053_,8.16
_00134_,8.16
_01368_,8.16
_02012_,8.16
_02294_,8.16
_04940_,8.16
_05119_,8.16
async_fifo_Writing.async_fifo\[8\]\[27\],8.16
net1057,8.16
_01821_,8.155
_02124_,8.155
_02127_,8.155
_01103_,8.14
_02166_,8.14
_03805_,8.14
_03883_,8.14
_04138_,8.14
_04167_,8.14
_04934_,8.14
_05365_,8.14
async_fifo_Writing.async_fifo\[6\]\[0\],8.14
net906,8.14
net1511,8.14
net1690,8.14
net1750,8.14
net1817,8.14
net1896,8.14
_01661_,8.125
async_fifo_Reading.async_fifo\[14\]\[7\],8.125
_02090_,8.12
_02187_,8.12
apb_master_fsm_block.m_apb_paddr_reg\[31\],8.12
apb_master_fsm_block.rfifo_data_latch\[66\],8.12
async_fifo_Reading.async_fifo\[8\]\[14\],8.12
async_fifo_Reading.async_fifo\[8\]\[21\],8.12
async_fifo_Reading.async_fifo\[9\]\[19\],8.12
async_fifo_Writing.async_fifo\[10\]\[1\],8.12
async_fifo_Writing.async_fifo\[11\]\[32\],8.12
async_fifo_Writing.async_fifo\[13\]\[63\],8.12
net859,8.12
net1182,8.12
async_fifo_Reading.async_fifo\[14\]\[5\],8.105
_00009_,8.1
_02470_,8.1
_02514_,8.1
_02581_,8.1
_03288_,8.1
_03462_,8.1
_03746_,8.1
_04423_,8.1
_05172_,8.1
async_fifo_Reading.async_fifo\[0\]\[11\],8.1
async_fifo_Reading.async_fifo\[15\]\[11\],8.1
async_fifo_Reading.async_fifo\[8\]\[31\],8.1
async_fifo_Writing.rptr_gray_sync2\[1\],8.1
axi_slave_fsm_block.axi_awaddr_reg\[17\],8.1
net1554,8.1
net1599,8.1
_01852_,8.085
async_fifo_Reading.async_fifo\[10\]\[17\],8.08
async_fifo_Writing.async_fifo\[0\]\[12\],8.08
async_fifo_Writing.async_fifo\[8\]\[21\],8.08
_00718_,8.065
_01224_,8.065
_02699_,8.06
_03323_,8.06
_03511_,8.06
_04105_,8.06
_04145_,8.06
_04863_,8.06
_04892_,8.06
_05270_,8.06
async_fifo_Writing.async_fifo\[9\]\[11\],8.06
prdata_slaves[101],8.05
_04594_,8.04
m_apb_pstrb[2],8.04
m_apb_pwdata[4],8.04
m_apb_pwrite,8.04
s_axi_awready,8.04
s_axi_rdata[19],8.04
s_axi_rdata[3],8.04
s_axi_rdata[7],8.04
s_axi_rdata_return[20],8.04
net2011,8.04
_00281_,8.025
_00284_,8.025
_00663_,8.025
_01049_,8.025
_01332_,8.025
net1319,8.025
_02075_,8.02
_03270_,8.02
_03450_,8.02
_03538_,8.02
_04164_,8.02
_04232_,8.02
_04298_,8.02
_04467_,8.02
async_fifo_Writing.async_fifo\[14\]\[30\],8.02
async_fifo_Writing.async_fifo\[14\]\[4\],8.02
async_fifo_Writing.async_fifo\[3\]\[43\],8.02
async_fifo_Writing.async_fifo\[3\]\[6\],8.02
async_fifo_Writing.async_fifo\[6\]\[53\],8.02
net817,8.02
net1110,8.02
net1318,8.02
net1534,8.02
net1986,8.02
net2006,8.02
_00110_,8
_03656_,8
_05252_,8
async_fifo_Reading.async_fifo\[10\]\[15\],8
_00750_,7.985
async_fifo_Reading.async_fifo\[13\]\[17\],7.985
_02188_,7.98
_02409_,7.98
_02440_,7.98
_02525_,7.98
_02698_,7.98
_03289_,7.98
_03495_,7.98
_03653_,7.98
_03838_,7.98
_04077_,7.98
_04212_,7.98
async_fifo_Reading.async_fifo\[12\]\[16\],7.98
async_fifo_Reading.async_fifo\[4\]\[26\],7.98
async_fifo_Reading.async_fifo\[5\]\[15\],7.98
async_fifo_Reading.async_fifo\[5\]\[23\],7.98
async_fifo_Reading.async_fifo\[9\]\[33\],7.98
async_fifo_Writing.async_fifo\[10\]\[48\],7.98
async_fifo_Writing.async_fifo\[11\]\[10\],7.98
async_fifo_Writing.async_fifo\[15\]\[40\],7.98
async_fifo_Writing.async_fifo\[7\]\[35\],7.98
async_fifo_Writing.async_fifo\[7\]\[47\],7.98
net1525,7.98
net1566,7.98
_00699_,7.965
_01241_,7.965
async_fifo_Writing.async_fifo\[2\]\[35\],7.965
async_fifo_Writing.async_fifo\[2\]\[52\],7.965
async_fifo_Writing.async_fifo\[2\]\[55\],7.965
_02582_,7.96
_03331_,7.96
async_fifo_Writing.async_fifo\[3\]\[50\],7.96
prdata_slaves[77],7.95
s_axi_araddr[14],7.95
net957,7.945
net1030,7.945
_02268_,7.94
_02808_,7.94
_03249_,7.94
_03286_,7.94
_03906_,7.94
_05143_,7.94
_05342_,7.94
async_fifo_Writing.async_fifo\[14\]\[38\],7.94
_00362_,7.92
async_fifo_Reading.async_fifo\[3\]\[18\],7.92
async_fifo_Writing.async_fifo\[4\]\[64\],7.92
async_fifo_Writing.async_fifo\[9\]\[55\],7.92
net1521,7.92
net1617,7.92
net1639,7.92
net1721,7.92
net1847,7.92
net1878,7.92
net1911,7.92
net1929,7.92
net1946,7.92
net1985,7.92
_00708_,7.915
async_fifo_Reading.async_fifo\[14\]\[11\],7.905
async_fifo_Writing.async_fifo\[8\]\[17\],7.905
async_fifo_Writing.async_fifo\[9\]\[20\],7.905
_03325_,7.9
async_fifo_Writing.async_fifo\[13\]\[47\],7.9
async_fifo_Writing.wptr_gray\[2\],7.9
net793,7.9
net933,7.9
net1344,7.9
async_fifo_Reading.async_fifo\[13\]\[11\],7.895
_01203_,7.885
async_fifo_Writing.async_fifo\[8\]\[36\],7.885
_00565_,7.88
async_fifo_Reading.async_fifo\[5\]\[21\],7.88
async_fifo_Writing.async_fifo\[1\]\[51\],7.88
net1540,7.88
net1551,7.88
net1681,7.88
net1729,7.88
net1784,7.88
async_fifo_Reading.async_fifo\[5\]\[24\],7.875
async_fifo_Writing.async_fifo\[15\]\[26\],7.865
async_fifo_Writing.async_fifo\[2\]\[48\],7.865
async_fifo_Writing.async_fifo\[4\]\[58\],7.865
_00753_,7.86
async_fifo_Reading.async_fifo\[10\]\[5\],7.86
async_fifo_Writing.async_fifo\[0\]\[47\],7.86
async_fifo_Writing.async_fifo\[13\]\[58\],7.86
async_fifo_Writing.async_fifo\[1\]\[68\],7.86
net815,7.86
_00332_,7.845
_00351_,7.845
_00394_,7.845
_00399_,7.845
_00754_,7.845
_00892_,7.845
_00952_,7.845
_00961_,7.845
_01678_,7.845
_01945_,7.845
_02004_,7.845
net745,7.845
net1205,7.845
net1464,7.845
_02316_,7.82
net679,7.82
net1562,7.82
async_fifo_Writing.async_fifo\[8\]\[58\],7.815
prdata_slaves[12],7.81
s_axi_awaddr[19],7.81
s_axi_rdata[13],7.81
_00978_,7.805
_01035_,7.805
async_fifo_Reading.async_fifo\[1\]\[33\],7.805
_00115_,7.8
_02018_,7.8
net978,7.8
net1341,7.8
net1931,7.8
_05188_,7.78
async_fifo_Writing.async_fifo\[3\]\[36\],7.78
net1556,7.78
_02996_,7.775
_01071_,7.765
_01117_,7.765
_00199_,7.76
_00206_,7.76
_00220_,7.76
async_fifo_Reading.async_fifo\[7\]\[11\],7.76
async_fifo_Writing.async_fifo\[7\]\[17\],7.76
net792,7.76
_00736_,7.745
async_fifo_Writing.async_fifo\[8\]\[5\],7.745
async_fifo_Writing.async_fifo\[9\]\[7\],7.745
async_fifo_Reading.async_fifo\[11\]\[20\],7.74
async_fifo_Reading.async_fifo\[4\]\[6\],7.74
async_fifo_Writing.async_fifo\[11\]\[6\],7.74
async_fifo_Writing.async_fifo\[13\]\[52\],7.74
async_fifo_Writing.async_fifo\[1\]\[21\],7.74
async_fifo_Writing.async_fifo\[1\]\[9\],7.74
async_fifo_Writing.async_fifo\[3\]\[1\],7.74
axi_slave_fsm_block.sr_wfifo_wdata\[62\],7.74
net768,7.725
net1079,7.725
_03949_,7.72
async_fifo_Writing.async_fifo\[3\]\[40\],7.72
net999,7.72
s_axi_rdata[20],7.71
_02313_,7.7
net194,7.7
net1048,7.7
net1689,7.7
prdata_slaves[123],7.69
pslverrmsg_slaves[10],7.69
s_axi_awaddr[18],7.69
_00307_,7.685
net1108,7.685
_00210_,7.68
_00980_,7.68
_01091_,7.68
_01891_,7.68
_02078_,7.68
_02178_,7.68
_03280_,7.68
_03316_,7.68
_03357_,7.68
_03377_,7.68
_03406_,7.68
_03955_,7.68
_03974_,7.68
_04574_,7.68
_04898_,7.68
_05212_,7.68
async_fifo_Writing.async_fifo\[11\]\[12\],7.68
async_fifo_Writing.async_fifo\[6\]\[16\],7.68
axi_slave_fsm_block.axi_wdata_reg\[18\],7.68
net1145,7.68
net1241,7.68
net1421,7.68
net1471,7.68
net1765,7.68
net1799,7.68
net1829,7.68
net1927,7.68
net1941,7.68
net1970,7.68
async_fifo_Writing.async_fifo\[8\]\[66\],7.665
_00018_,7.66
_01168_,7.66
_03233_,7.66
_04170_,7.66
_04362_,7.66
async_fifo_Reading.async_fifo\[8\]\[34\],7.66
async_fifo_Writing.async_fifo\[5\]\[34\],7.66
_00743_,7.645
_01326_,7.645
_00012_,7.64
_01095_,7.64
_02186_,7.64
_03700_,7.64
_04131_,7.64
_04159_,7.64
async_fifo_Reading.async_fifo\[6\]\[4\],7.64
async_fifo_Reading.async_fifo\[8\]\[30\],7.64
async_fifo_Writing.async_fifo\[0\]\[22\],7.64
async_fifo_Writing.async_fifo\[10\]\[11\],7.64
async_fifo_Writing.async_fifo\[11\]\[7\],7.64
axi_slave_fsm_block.axi_araddr_reg\[9\],7.64
net1742,7.64
async_fifo_Writing.async_fifo\[8\]\[33\],7.635
_00295_,7.625
async_fifo_Writing.async_fifo\[1\]\[1\],7.62
async_fifo_Writing.async_fifo\[4\]\[32\],7.62
async_fifo_Writing.async_fifo\[5\]\[53\],7.62
prdata_slaves[70],7.61
prdata_slaves[72],7.61
_00365_,7.605
_00409_,7.605
_02003_,7.605
net1261,7.605
_01355_,7.6
_03525_,7.6
_04056_,7.6
_04058_,7.6
_04428_,7.6
_05230_,7.6
async_fifo_Writing.async_fifo\[11\]\[63\],7.6
_01512_,7.58
_04679_,7.58
_04846_,7.58
_05006_,7.58
_05125_,7.58
_01850_,7.565
async_fifo_Writing.async_fifo\[2\]\[20\],7.565
_02205_,7.56
_02305_,7.56
_02408_,7.56
_02832_,7.56
_03274_,7.56
_03728_,7.56
_03761_,7.56
_03765_,7.56
_04450_,7.56
_04593_,7.56
async_fifo_Reading.wptr_gray\[2\],7.56
async_fifo_Writing.async_fifo\[0\]\[6\],7.56
async_fifo_Writing.async_fifo\[11\]\[11\],7.56
async_fifo_Writing.async_fifo\[11\]\[15\],7.56
async_fifo_Writing.async_fifo\[14\]\[49\],7.56
async_fifo_Writing.async_fifo\[3\]\[10\],7.56
async_fifo_Writing.async_fifo\[7\]\[6\],7.56
net1218,7.56
net1498,7.56
net1523,7.56
net1644,7.56
net1916,7.56
net2051,7.56
_00384_,7.545
_00719_,7.545
_00829_,7.54
net1718,7.54
_00074_,7.525
async_fifo_Reading.async_fifo\[14\]\[27\],7.525
async_fifo_Reading.async_fifo\[2\]\[21\],7.525
_00098_,7.52
_01028_,7.52
_02116_,7.52
_02173_,7.52
_02704_,7.52
_02982_,7.52
_03273_,7.52
_03285_,7.52
_03326_,7.52
_03419_,7.52
_03596_,7.52
_03609_,7.52
_03931_,7.52
_04022_,7.52
_04060_,7.52
_04139_,7.52
_04201_,7.52
_04355_,7.52
_05209_,7.52
async_fifo_Reading.async_fifo\[0\]\[16\],7.52
async_fifo_Reading.async_fifo\[0\]\[32\],7.52
async_fifo_Reading.async_fifo\[10\]\[10\],7.52
async_fifo_Reading.async_fifo\[10\]\[9\],7.52
async_fifo_Reading.async_fifo\[6\]\[30\],7.52
async_fifo_Reading.async_fifo\[9\]\[30\],7.52
axi_slave_fsm_block.axi_araddr_reg\[15\],7.52
async_fifo_Writing.async_fifo\[9\]\[54\],7.515
_00807_,7.505
_02486_,7.5
_00076_,7.485
_00533_,7.485
_00995_,7.485
net869,7.485
net1046,7.485
_02957_,7.48
_03221_,7.48
_03590_,7.48
_04616_,7.48
_04935_,7.48
_05189_,7.48
async_fifo_Reading.async_fifo\[15\]\[14\],7.48
prdata_slaves[75],7.47
_01985_,7.465
_00301_,7.46
_00585_,7.46
_01537_,7.46
_01706_,7.46
_01820_,7.46
_02923_,7.46
_04815_,7.46
net1470,7.46
net1538,7.46
net1558,7.46
net1755,7.46
s_axi_rready,7.45
_00883_,7.445
_01030_,7.445
async_fifo_Writing.async_fifo\[9\]\[26\],7.445
_02591_,7.44
_03149_,7.44
_03478_,7.44
_04382_,7.44
_04440_,7.44
async_fifo_Reading.async_fifo\[11\]\[31\],7.44
async_fifo_Reading.async_fifo\[3\]\[16\],7.44
async_fifo_Writing.async_fifo\[0\]\[54\],7.44
async_fifo_Writing.async_fifo\[11\]\[48\],7.44
async_fifo_Writing.async_fifo\[14\]\[12\],7.44
async_fifo_Writing.async_fifo\[14\]\[55\],7.44
async_fifo_Writing.async_fifo\[14\]\[8\],7.44
async_fifo_Writing.async_fifo\[1\]\[30\],7.44
async_fifo_Writing.async_fifo\[3\]\[46\],7.44
net215,7.44
net683,7.44
net970,7.44
net1035,7.44
net1730,7.44
_00937_,7.42
_02689_,7.42
_03145_,7.42
_03319_,7.42
_04051_,7.42
_04448_,7.42
async_fifo_Reading.async_fifo\[3\]\[28\],7.42
async_fifo_Reading.async_fifo\[9\]\[21\],7.42
async_fifo_Writing.async_fifo\[1\]\[42\],7.42
async_fifo_Writing.async_fifo\[4\]\[62\],7.42
net1473,7.42
net1494,7.42
net1503,7.42
net1509,7.42
net1565,7.42
net1706,7.42
net1836,7.42
async_fifo_Writing.async_fifo\[4\]\[27\],7.41
async_fifo_Writing.async_fifo\[4\]\[33\],7.405
_01187_,7.4
async_fifo_Reading.async_fifo\[3\]\[33\],7.4
async_fifo_Writing.async_fifo\[12\]\[32\],7.4
net1368,7.395
_00657_,7.385
_00744_,7.385
_00951_,7.385
_01694_,7.385
net700,7.385
_04950_,7.38
async_fifo_Writing.async_fifo\[2\]\[50\],7.38
net1867,7.38
net1924,7.38
_01251_,7.365
async_fifo_Writing.async_fifo\[10\]\[35\],7.365
async_fifo_Writing.async_fifo\[4\]\[25\],7.36
net729,7.36
net760,7.36
net1115,7.36
net1118,7.36
net1184,7.36
net1305,7.36
net1332,7.36
net1717,7.36
_00822_,7.345
net1248,7.345
_01290_,7.34
_02165_,7.34
_02321_,7.34
_04553_,7.34
async_fifo_Reading.async_fifo\[10\]\[11\],7.34
async_fifo_Reading.async_fifo\[10\]\[13\],7.34
net777,7.34
net1100,7.34
net1213,7.34
net1294,7.34
net1304,7.34
net1726,7.34
_01670_,7.32
_02371_,7.32
async_fifo_Writing.async_fifo\[10\]\[40\],7.32
async_fifo_Writing.async_fifo\[13\]\[61\],7.32
async_fifo_Writing.async_fifo\[6\]\[45\],7.32
net1154,7.32
_00897_,7.305
_00036_,7.3
_01920_,7.3
_02826_,7.3
_05351_,7.3
async_fifo_Reading.async_fifo\[3\]\[29\],7.3
async_fifo_Reading.async_fifo\[5\]\[14\],7.3
async_fifo_Writing.async_fifo\[12\]\[61\],7.3
async_fifo_Reading.async_fifo\[14\]\[16\],7.285
async_fifo_Writing.async_fifo\[4\]\[23\],7.285
async_fifo_Writing.async_fifo\[8\]\[54\],7.285
_05017_,7.28
async_fifo_Reading.async_fifo\[0\]\[30\],7.28
async_fifo_Writing.async_fifo\[10\]\[42\],7.28
async_fifo_Writing.async_fifo\[6\]\[68\],7.28
async_fifo_Writing.async_fifo\[2\]\[21\],7.275
_01409_,7.265
_01592_,7.265
_02062_,7.26
async_fifo_Writing.async_fifo\[9\]\[34\],7.26
_00131_,7.24
_00973_,7.24
_04563_,7.24
async_fifo_Reading.async_fifo\[1\]\[28\],7.24
async_fifo_Writing.async_fifo\[8\]\[28\],7.24
net1918,7.24
prdata_slaves[23],7.23
prdata_slaves[45],7.23
s_axi_araddr[2],7.23
s_axi_awaddr[4],7.23
_00267_,7.225
_00506_,7.225
_00527_,7.225
_00896_,7.225
_00177_,7.22
_01034_,7.22
_02041_,7.22
_02353_,7.22
_02527_,7.22
_02554_,7.22
_02993_,7.22
_03315_,7.22
_04189_,7.22
_04404_,7.22
_04454_,7.22
_04459_,7.22
_04472_,7.22
_04614_,7.22
_04981_,7.22
async_fifo_Reading.async_fifo\[10\]\[20\],7.22
async_fifo_Reading.async_fifo\[12\]\[24\],7.22
async_fifo_Reading.async_fifo\[9\]\[11\],7.22
async_fifo_Reading.async_fifo\[9\]\[9\],7.22
async_fifo_Writing.async_fifo\[0\]\[53\],7.22
async_fifo_Writing.async_fifo\[11\]\[59\],7.22
async_fifo_Writing.async_fifo\[13\]\[62\],7.22
async_fifo_Writing.async_fifo\[6\]\[24\],7.22
async_fifo_Writing.wptr_gray_sync2\[3\],7.22
axi_slave_fsm_block.axi_wdata_reg\[17\],7.22
net1114,7.22
net1477,7.22
net1518,7.22
net1646,7.22
net1769,7.22
net1962,7.22
async_fifo_Writing.async_fifo\[14\]\[45\],7.21
async_fifo_Writing.async_fifo\[9\]\[48\],7.205
async_fifo_Reading.async_fifo\[12\]\[6\],7.2
async_fifo_Reading.async_fifo\[3\]\[21\],7.2
async_fifo_Reading.async_fifo\[8\]\[18\],7.2
async_fifo_Reading.async_fifo\[8\]\[32\],7.2
async_fifo_Reading.async_fifo\[9\]\[8\],7.2
async_fifo_Writing.async_fifo\[11\]\[51\],7.2
async_fifo_Writing.async_fifo\[1\]\[33\],7.2
async_fifo_Writing.async_fifo\[7\]\[15\],7.2
net1385,7.2
async_fifo_Reading.async_fifo\[13\]\[12\],7.19
async_fifo_Writing.async_fifo\[8\]\[44\],7.185
_00261_,7.18
_01883_,7.18
_02064_,7.18
_03506_,7.18
_03722_,7.18
_03966_,7.18
_04407_,7.18
_04603_,7.18
_05054_,7.18
_05123_,7.18
async_fifo_Reading.async_fifo\[0\]\[22\],7.18
async_fifo_Reading.async_fifo\[12\]\[20\],7.18
async_fifo_Reading.async_fifo\[4\]\[12\],7.18
async_fifo_Reading.async_fifo\[7\]\[28\],7.18
async_fifo_Reading.wptr_gray_sync1\[3\],7.18
async_fifo_Writing.async_fifo\[13\]\[2\],7.18
net1758,7.18
_01375_,7.165
async_fifo_Reading.async_fifo\[3\]\[6\],7.16
async_fifo_Writing.async_fifo\[14\]\[67\],7.16
async_fifo_Writing.async_fifo\[5\]\[49\],7.16
async_fifo_Writing.async_fifo\[9\]\[31\],7.16
net384,7.16
_00437_,7.145
_00510_,7.145
_00769_,7.145
_01393_,7.145
_01412_,7.145
net926,7.145
_02776_,7.14
_03593_,7.14
_03696_,7.14
_04079_,7.14
_04101_,7.14
_04165_,7.14
_04195_,7.14
_04276_,7.14
_04415_,7.14
_05352_,7.14
axi_slave_fsm_block.axi_araddr_reg\[13\],7.14
axi_slave_fsm_block.axi_wdata_reg\[10\],7.14
axi_slave_fsm_block.sw_wfifo_wdata\[44\],7.14
_00440_,7.12
_04321_,7.12
_04852_,7.12
_05210_,7.12
async_fifo_Writing.async_fifo\[14\]\[51\],7.12
net1089,7.12
net1984,7.12
_00272_,7.105
_00346_,7.105
_00354_,7.105
_00756_,7.105
_00908_,7.105
net1190,7.105
_00219_,7.1
_02212_,7.1
_02389_,7.1
_02420_,7.1
_02555_,7.1
_02597_,7.1
_03191_,7.1
_03410_,7.1
_03519_,7.1
_03634_,7.1
_04008_,7.1
_04030_,7.1
_04068_,7.1
_04173_,7.1
_04175_,7.1
_04269_,7.1
_04446_,7.1
_04447_,7.1
_04624_,7.1
_04646_,7.1
_04707_,7.1
_05074_,7.1
_05157_,7.1
_05323_,7.1
async_fifo_Reading.async_fifo\[12\]\[22\],7.1
async_fifo_Reading.async_fifo\[7\]\[25\],7.1
async_fifo_Writing.async_fifo\[12\]\[17\],7.1
async_fifo_Writing.async_fifo\[12\]\[38\],7.1
async_fifo_Writing.async_fifo\[12\]\[51\],7.1
async_fifo_Writing.async_fifo\[12\]\[53\],7.1
async_fifo_Writing.async_fifo\[15\]\[12\],7.1
async_fifo_Writing.async_fifo\[1\]\[38\],7.1
async_fifo_Writing.async_fifo\[3\]\[33\],7.1
async_fifo_Writing.async_fifo\[5\]\[65\],7.1
async_fifo_Writing.async_fifo\[6\]\[56\],7.1
axi_slave_fsm_block.sw_wfifo_wdata\[47\],7.1
net1049,7.1
net1101,7.1
net1330,7.1
net1355,7.1
net1607,7.1
net1714,7.1
net1940,7.1
async_fifo_Writing.async_fifo\[11\]\[18\],7.09
_02022_,7.08
async_fifo_Reading.async_fifo\[1\]\[26\],7.065
net644,7.065
_00256_,7.06
_02359_,7.06
_02366_,7.06
_03640_,7.06
_03790_,7.06
_03932_,7.06
_04010_,7.06
_04112_,7.06
_04121_,7.06
_04162_,7.06
_04300_,7.06
_04421_,7.06
async_fifo_Reading.async_fifo\[11\]\[13\],7.06
async_fifo_Reading.async_fifo\[15\]\[22\],7.06
async_fifo_Reading.async_fifo\[3\]\[9\],7.06
async_fifo_Reading.async_fifo\[6\]\[33\],7.06
async_fifo_Reading.async_fifo\[6\]\[9\],7.06
async_fifo_Writing.async_fifo\[10\]\[32\],7.06
async_fifo_Writing.async_fifo\[12\]\[66\],7.06
async_fifo_Writing.async_fifo\[15\]\[49\],7.06
async_fifo_Writing.async_fifo\[15\]\[5\],7.06
async_fifo_Writing.async_fifo\[3\]\[28\],7.06
async_fifo_Writing.async_fifo\[5\]\[63\],7.06
async_fifo_Writing.async_fifo\[7\]\[38\],7.06
async_fifo_Writing.async_fifo\[7\]\[43\],7.06
net2049,7.06
async_fifo_Writing.async_fifo\[9\]\[50\],7.045
_02510_,7.04
_02949_,7.04
_03956_,7.04
_04270_,7.04
async_fifo_Writing.async_fifo\[8\]\[26\],7.04
s_axi_awaddr[9],7.03
_00309_,7.025
_01555_,7.015
_02267_,7.01
prdata_slaves[37],7.01
prdata_slaves[63],7.01
prdata_slaves[87],7.01
pslverr_slaves[1],7.01
pslverrmsg_slaves[9],7.01
s_axi_awaddr[27],7.01
s_axi_rdata[25],7.01
_01179_,7
_01593_,7
async_fifo_Writing.async_fifo\[2\]\[45\],7
async_fifo_Writing.async_fifo\[4\]\[10\],7
async_fifo_Writing.async_fifo\[9\]\[68\],7
net1467,7
net1513,7
net1537,7
net1631,7
net1645,7
net1652,7
net1676,7
net1772,7
net1776,7
net2052,7
_01133_,6.985
async_fifo_Writing.async_fifo\[8\]\[29\],6.985
async_fifo_Writing.async_fifo\[8\]\[6\],6.985
_03203_,6.98
_03704_,6.98
_04363_,6.98
async_fifo_Reading.async_fifo\[5\]\[34\],6.98
async_fifo_Reading.async_fifo\[8\]\[7\],6.98
async_fifo_Writing.async_fifo\[0\]\[44\],6.98
async_fifo_Writing.async_fifo\[1\]\[44\],6.98
async_fifo_Writing.async_fifo\[5\]\[43\],6.98
axi_slave_fsm_block.sw_wfifo_wdata\[49\],6.98
net828,6.98
net1430,6.98
net1460,6.98
_00486_,6.96
_01671_,6.96
_01949_,6.96
_02213_,6.96
_03456_,6.96
_04154_,6.96
_04228_,6.96
_04946_,6.96
async_fifo_Reading.async_fifo\[0\]\[7\],6.96
async_fifo_Reading.async_fifo\[4\]\[9\],6.96
async_fifo_Writing.async_fifo\[3\]\[48\],6.955
async_fifo_Writing.async_fifo\[9\]\[21\],6.955
async_fifo_Writing.async_fifo\[13\]\[1\],6.94
_00157_,6.925
_00350_,6.925
_00515_,6.925
_01942_,6.925
net1138,6.925
_02844_,6.92
prdata_slaves[98],6.91
_00002_,6.905
_01533_,6.905
async_fifo_Reading.async_fifo\[13\]\[30\],6.9
net783,6.9
net799,6.9
net1014,6.9
net1029,6.9
net1553,6.9
net1592,6.9
net1791,6.9
net2036,6.9
net610,6.89
prdata_slaves[125],6.89
net637,6.89
s_axi_rbusy,6.89
_00752_,6.885
_01040_,6.885
_01320_,6.885
_01753_,6.885
_01951_,6.885
net1309,6.885
_01907_,6.88
_02856_,6.88
_03914_,6.88
net771,6.88
net1090,6.88
net1147,6.88
net1199,6.88
net1325,6.88
net1347,6.88
net1536,6.88
net1543,6.88
_05292_,6.86
async_fifo_Reading.async_fifo\[8\]\[24\],6.86
async_fifo_Writing.async_fifo\[0\]\[67\],6.86
async_fifo_Writing.async_fifo\[11\]\[21\],6.86
async_fifo_Writing.async_fifo\[3\]\[56\],6.86
async_fifo_Writing.async_fifo\[5\]\[59\],6.86
async_fifo_Writing.async_fifo\[6\]\[58\],6.86
async_fifo_Writing.async_fifo\[7\]\[68\],6.86
net1475,6.86
_00773_,6.845
_01602_,6.845
_00617_,6.84
async_fifo_Reading.async_fifo\[10\]\[7\],6.84
async_fifo_Writing.async_fifo\[6\]\[60\],6.84
async_fifo_Writing.async_fifo\[7\]\[25\],6.84
async_fifo_Writing.async_fifo\[7\]\[26\],6.84
net1944,6.84
_00311_,6.825
_00466_,6.825
_01523_,6.825
_01718_,6.825
_02143_,6.825
async_fifo_Writing.async_fifo\[2\]\[23\],6.825
_02342_,6.82
async_fifo_Writing.async_fifo\[5\]\[26\],6.82
net373,6.82
net1685,6.82
_00438_,6.815
_01634_,6.815
async_fifo_Writing.async_fifo\[9\]\[42\],6.815
_00716_,6.805
_00847_,6.805
net1054,6.8
_00454_,6.795
async_fifo_Writing.async_fifo\[8\]\[42\],6.795
_00579_,6.785
_01911_,6.78
_02422_,6.78
async_fifo_Reading.async_fifo\[3\]\[15\],6.78
async_fifo_Writing.async_fifo\[0\]\[10\],6.78
async_fifo_Writing.async_fifo\[0\]\[55\],6.78
prdata_slaves[100],6.77
prdata_slaves[41],6.77
prdata_slaves[55],6.77
pready_slaves[0],6.77
pslverrmsg_slaves[1],6.77
pslverrmsg_slaves[3],6.77
s_axi_araddr[23],6.77
s_axi_awaddr[8],6.77
_00054_,6.76
_00140_,6.76
_00535_,6.76
_00959_,6.76
_01031_,6.76
_02048_,6.76
_02593_,6.76
_02601_,6.76
_02602_,6.76
_03266_,6.76
_03281_,6.76
_03603_,6.76
_03691_,6.76
_03697_,6.76
_03698_,6.76
_03958_,6.76
_04425_,6.76
_04606_,6.76
_04734_,6.76
async_fifo_Reading.async_fifo\[4\]\[27\],6.76
async_fifo_Writing.async_fifo\[11\]\[20\],6.76
axi_slave_fsm_block.sw_curr_state\[2\],6.76
net990,6.76
net1397,6.76
net1623,6.76
net1703,6.76
async_fifo_Reading.async_fifo\[2\]\[31\],6.745
_01173_,6.74
_02156_,6.74
async_fifo_Reading.async_fifo\[11\]\[27\],6.74
async_fifo_Reading.async_fifo\[15\]\[19\],6.74
async_fifo_Reading.async_fifo\[9\]\[26\],6.74
